NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,SMILES,MolecularWeight,LogP,RotatableBonds,HBondAcceptors,HBondDonors,FormalCharge
0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX7061,Oc1ccc2ccccc2c1,144.057514876,2.5454,0,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX22187,CCCCNC(=S)NCCCC,188.13471964,2.0507,6,1,2,0
0.0,1.0,,,,0.0,1.0,,1.0,,1.0,1.0,TOX21897,[O-][n+]1ccccc1SSc1cccc[n+]1[O-],252.002719496,1.7527999999999997,3,4,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX928,[Ni+2],57.93424574018,-0.0025,0,0,0,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX24941,Nc1ccccc1S(=O)(=O)c1ccccc1,233.051049592,2.1016,2,3,1,0
1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX708,NNc1ccc(C(=O)O)cc1,152.058577496,0.6704000000000001,2,3,3,0
0.0,0.0,0.0,,0.0,0.0,,,,,,,TOX22086,CCCCCCCCCCCCN1CCCCCC1=O,281.27186474,5.309900000000005,11,1,0,0
0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,1.0,0.0,TOX14085,CC(C)(C)CC(C)(C)c1ccc(OCCO)cc1,250.193280072,3.7715000000000023,5,2,1,0
,,1.0,,0.0,,,1.0,1.0,0.0,1.0,1.0,TOX11800,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1,301.05211221200005,3.0337000000000005,3,5,2,0
1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX14192,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,270.161979944,3.329300000000002,0,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27142,CC1=C(C=O)C(C)(C)CCC1,152.120115132,2.711900000000001,1,1,0,0
,,,,,,,0.0,,0.0,,,TOX31421,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,318.095082156,-0.2990999999999997,5,9,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX14836,[I-].[K+],165.86817968,-5.992,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3678,CC(S)C(=O)NCC(=O)O,163.030314148,-0.49450000000000044,3,3,3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24858,c1ccc(-c2nnn[nH]2)cc1,146.059246192,0.8666999999999998,1,3,1,0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1602,CCCCCCCCCCCCCCCC(=O)O,256.240230264,5.552300000000005,14,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27115,CC(C)=CCCC(C)=CC(=O)O,168.115029752,2.7637,4,1,1,0
0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX5689,COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],268.10592161200003,3.1175200000000025,3,5,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX22053,O=C(O)C(=O)Cc1c[nH]c2ccccc12,203.058243148,1.3641,3,2,2,0
,,,,,,,0.0,,0.0,,,TOX6933,CCCCCCCC/C=C\CCCCCCCCN,267.292600184,5.982600000000005,15,1,1,0
,,,,,,,0.0,,0.0,,,TOX17197,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,217.07726434,0.6279000000000001,3,3,2,0
0.0,0.0,,,,0.0,,,,0.0,,1.0,TOX28659,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,437.16339397600007,3.1390400000000005,5,8,2,0
0.0,,1.0,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,TOX28654,Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,270.10594493209,3.6872200000000026,1,3,1,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7262,c1ccncc1,79.04219916,1.0816,0,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4346,Brc1ccc(Br)c(Br)c1,311.778486396,3.974100000000001,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX7948,CCCCCCCCCCCCCCCC/C=C/C1CC(=O)OC1=O,350.2820950759999,6.503700000000007,16,3,0,0
0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX2320,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,256.125200512,5.2755000000000045,3,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,TOX12675,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,322.02847947800007,5.191500000000004,8,5,0,0
0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.0,TOX27425,CCCCc1ccc(O)cc1,150.104465068,2.734800000000001,3,1,1,0
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,TOX1233,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12,833.64051245182,4.420300000000001,2,5,0,-2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26007,CNCc1ccccc1,121.08914935199999,1.406,2,1,1,0
0.0,0.0,,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX5464,O=C=NC1CCCCC1,125.084063972,1.6549,1,2,0,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29322,CCCC[n+]1cccc(C)c1.O=S(=O)([O-])C(F)(F)F,299.08029903199997,2.1340200000000005,3,3,0,0
,,,,,,,0.0,,0.0,,,TOX31474,CC1(C)OC(=O)Nc2ccc(Br)cc21,254.98949066,3.2463000000000015,0,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX14357,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,509.97842323599997,6.105500000000001,5,3,2,0
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3729,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)[O-])c1I,639.83481098391,3.5576000000000016,7,3,1,-1
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,TOX21544,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,258.198365452,4.792620000000005,1,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5012,C=C(Cl)CCl,109.969005488,1.9777,1,0,0,0
0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,TOX27915,CCCC[N+]1(C)CCCC1.N#CN=C=[N-],208.16879663999998,2.23768,3,2,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24670,Clc1cccc(Cl)c1N=C1NCCN1,229.01735264799999,2.1737000000000006,1,1,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX355,O=S(=O)([O-])NC1CCCCC1,178.05433782391,0.3688999999999998,2,3,1,-1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20802,CC(C)CCCCCCc1ccc(OCCOCCO)cc1,308.23514488399996,4.223300000000004,13,3,1,0
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29265,CN(C)c1ccc(CCO)cc1,165.1153641,1.2873999999999999,3,2,1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1130,CC1=NN(c2ccccc2)C(=O)C1,174.07931294,1.7992,1,2,0,0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX22424,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,300.068096624,2.0128,3,5,2,0
1.0,,0.0,,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,TOX3333,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,520.1419440399999,4.869200000000005,4,6,1,0
,,,,,,,0.0,,0.0,,,TOX31548,CCOC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,327.18344366,3.0715000000000012,8,4,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1366,Cc1ccc(NC(N)=O)cc1,150.07931294,1.48562,1,1,2,0
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5741,O=C(Cl)c1ccccc1[N+](=O)[O-],184.987970668,1.9738000000000002,2,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,TOX269,CCC(Cl)CCC(Cl)C(Cl)CC(Cl)C(Cl)C(Cl)CCl,407.930644368,6.449900000000004,10,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28720,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1,255.102606496,3.4072000000000022,4,2,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX348,O=c1ccc2ccccc2o1,146.036779432,1.793,0,2,0,0
0.0,,,1.0,,0.0,,1.0,,0.0,1.0,,TOX6101,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,229.885975404,4.0058,0,1,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27855,O=C(c1ccccc1)c1ccccc1O,198.06807956,2.623200000000001,2,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24407,Cc1ccc(C(N)=O)cc1N,150.07931294,0.6761200000000002,1,2,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2489,O=C(O)/C=C/c1ccccc1,148.052429496,1.7844,2,1,1,0
0.0,,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,1.0,TOX1314,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl,319.944158976,5.131600000000001,1,2,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX5591,CN(CCO)CCO,119.094628656,-1.0972000000000002,4,3,2,0
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,TOX26258,CN1CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,325.167793596,2.5599000000000007,4,4,1,0
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25626,O=C(O)CCNC(=O)c1ccccc1,193.073893212,0.8911,4,2,2,0
1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26067,C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,378.18425218399994,1.5056,2,5,3,0
0.0,,0.0,0.0,,,,0.0,0.0,,1.0,,TOX25889,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,364.13607081199996,7.003600000000006,4,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26760,CCOc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,313.167793596,1.8911999999999998,2,4,1,0
0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,TOX25660,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,226.146998576,2.930320000000001,0,2,1,0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX1296,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,438.179086552,3.5660000000000025,10,5,1,0
0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX28587,Cc1cccc(Cc2c[nH]cn2)c1C,186.115698448,2.6173400000000004,2,1,1,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX6558,COc1ccccc1NC(=O)CC(C)=O,207.089543276,1.6127999999999998,4,3,1,0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27107,CC(CC=O)CC(C)(C)C,142.135765196,2.6477000000000013,3,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX5776,O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,192.017106608,0.47839999999999994,1,4,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6623,CC(C)(C)C1CCC(O)CC1,156.15141526,2.5836000000000006,0,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3743,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C.O=C(O)c1cccnc1,434.191382552,-1.5014999999999965,7,11,3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27375,O=C(O)c1ccccc1-n1cc(C(=O)O)c(=O)c2cc(Nc3c(F)cc(F)cc3Cl)c(Cl)cc21,504.00913328400003,5.715700000000002,5,5,3,0
0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24915,CC1COc2ccccc2N1,149.084063972,1.8793999999999997,0,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4166,O=C1C=CC(=O)O1,98.00039392400001,-0.3740000000000001,0,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX829,COC(C(=O)O)c1ccccc1,166.06299418,1.4587,3,2,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3150,CC(=O)NCc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,627.785300832,2.793100000000001,4,3,3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6446,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,402.22536804799995,3.0984000000000016,15,8,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX325,C[N+](C)(C)CCO,104.10699048808999,-0.3150999999999999,2,1,1,1
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,TOX828,COc1ccc(O)cc1,124.052429496,1.4008,1,2,1,0
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX28972,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,403.12181771600007,5.4992000000000045,7,3,0,0
0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX21361,Nc1c(Cl)cc(Cl)cc1[N+](=O)[O-],205.964982728,2.4838000000000005,1,3,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,TOX5590,CC1CCCC1,84.093900384,2.1965000000000003,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX12556,COC(=O)CSc1cc(/N=c2\sc(=O)n3n2CCCC3)c(F)cc1Cl,403.02273924,2.7951000000000015,4,8,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24289,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,335.16674804,2.1975999999999996,6,3,1,0
,,,,,,,0.0,,0.0,,,TOX21217,CC(C)(O)C(Cl)(Cl)Cl,175.956247884,2.127500000000001,0,1,1,0
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28967,CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,348.204907376,2.860900000000001,7,5,3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7122,COC(OC)OC,106.06299418,0.20920000000000005,3,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX26779,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,547.2352215239999,2.3753,11,8,3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,TOX4659,Cc1cccc(Br)c1,169.973112324,2.7575200000000013,0,0,0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX869,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,254.17829870399999,3.4094000000000024,4,2,0,0
1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3158,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,776.8541086639999,-1.0143000000000004,10,8,8,0
0.0,0.0,0.0,0.0,0.0,,,1.0,,0.0,1.0,,TOX27337,CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)[O-])c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1,559.2350790519099,4.725520000000005,7,7,0,-1
0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,TOX21047,CC(C)Cn1cnc2c(N)nc3ccccc3c21,240.13749651199998,2.8227,2,4,1,0
,,,,,,,,,1.0,,,TOX3036,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,354.21949481999997,5.645560000000007,7,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1124,Oc1ccccc1,94.041864812,1.3921999999999999,0,1,1,0
0.0,0.0,,,1.0,1.0,0.0,0.0,1.0,0.0,,,TOX1994,Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,229.073893212,2.1936,2,4,2,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,TOX6219,CCCCCCCCCCCCCCCCCC(=O)[O-].OCC[NH+](CCO)CCO,433.37672373199996,1.8460000000000014,22,5,4,0
0.0,1.0,1.0,,,0.0,1.0,,1.0,1.0,1.0,0.0,TOX1322,CCN(CC)C(=S)SSC(=S)N(CC)CC,296.05093264,3.6212000000000026,4,4,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX777,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,291.18344366,2.3334,5,4,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5010,OC(CCl)CCl,127.979570172,0.8249,2,1,1,0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25682,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,245.16404560799998,2.3547800000000008,2,3,2,0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5551,COc1ccccc1/C=C/C=O,162.06807956,1.9072999999999998,3,2,0,0
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24679,CCCCCCCCP(=O)(O)O,194.10718109799998,2.5246000000000013,7,1,2,0
1.0,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0,TOX3552,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,452.267507632,5.219900000000005,10,4,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5657,Cc1ccc2cccnc2c1,143.073499288,2.5432200000000007,0,1,0,0
0.0,0.0,,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,TOX22559,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,268.06594862000003,2.0469,4,4,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25707,COC(=O)c1cncn1C(C)c1ccccc1,230.105527688,2.279,3,4,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX46,C=CCOCC1CO1,114.06807956,0.5878,4,2,0,0
,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1159,O=C1OC(=O)c2ccccc21,148.01604398799998,0.9972,0,3,0,0
0.0,,,0.0,0.0,,,,1.0,,,1.0,TOX29000,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,753.4101490999998,2.732400000000003,6,10,5,0
,,,,,,,0.0,,0.0,,,TOX31271,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,240.126263132,3.1379400000000004,2,2,2,0
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27646,CC(C)COC(=O)C=Cc1ccccc1,204.115029752,2.899000000000002,4,2,0,0
0.0,0.0,0.0,,,0.0,,,,0.0,1.0,,TOX796,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,610.2791349360001,4.953000000000005,10,9,1,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,0.0,1.0,TOX409,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,278.109550448,6.299400000000003,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX25880,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1,311.18852904000005,3.7035000000000027,8,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26798,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,310.105975536,3.3625000000000007,3,3,3,0
0.0,,,,,0.0,,1.0,,,1.0,1.0,TOX419,CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,352.06965394799994,3.155000000000002,8,4,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25439,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,287.057591516,0.6406000000000001,3,7,0,0
,,,,,,,0.0,,0.0,,,TOX2850,CC(C)(N)Cc1ccccc1Cl,183.081477128,2.6198000000000006,2,1,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX9237,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,248.10800027000002,1.3739,8,5,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6060,CC(=O)NS(=O)(=O)c1ccc(N)cc1,214.04121318,0.0935999999999998,2,4,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6914,C=CCCCCCCCCCC,168.187800768,4.703200000000004,9,0,0,0
,,,,,,,1.0,,1.0,,,TOX26675,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,580.1347322120001,6.139100000000005,11,8,2,0
0.0,0.0,,,,0.0,0.0,,,,1.0,,TOX28657,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,391.12971715609007,6.251700000000006,5,3,0,1
,,,,,,,0.0,,0.0,,,TOX25666,N=C(N)NN=Cc1c(Cl)cccc1Cl,230.01260161599998,1.8103700000000003,2,2,3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4615,[Cr+2].c1cc[cH-]c1.c1cc[cH-]c1,182.01875782000002,2.8085000000000013,0,0,0,0
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,TOX25886,CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,373.99932284000005,4.558300000000004,3,2,1,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7228,C=CCCC#N,81.057849224,1.47618,2,1,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4917,CC(=O)CC(C)(C)O,116.083729624,0.7363999999999999,2,2,1,0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6285,COc1ccc(C=O)cc1OC,166.06299418,1.5162999999999998,3,3,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX27918,CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,408.061218376,2.6961000000000013,4,4,0,0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX922,Nc1ccc2ccccc2c1S(=O)(=O)O,223.030314148,1.6687,1,3,2,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7358,O=C1[N-]C(=O)c2ccccc21,146.02475194791,1.3543,0,2,0,-1
0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,TOX22477,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,307.10308516400005,4.948320000000003,2,2,0,0
1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27190,CCCCCCCCC1CCC(=O)O1,198.161979944,3.4426000000000023,7,2,0,0
,,,,,,,0.0,,0.0,,,TOX31619,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,244.19394876799998,3.444180000000002,5,2,0,0
